Tarih;Tweet;Hashtag
May 7, 2023;Büyük Türk Milleti, Cumhuriyet tarihinin en önemli seçimlerinden birine giderken, kullanacaðýnýz oyun Türkiye'nin yarýnlarýný nasýl etkileyeceðini de göz önünde tutarak kullanýn. Türkiye'nin Göçmenistan olmasý veya Atatürk'ün Cumhuriyeti olarak kalmasý Zafer Partisi'ne oy vermenize göre deðiþecek! Yaklaþan Ýstanbul depreminin Türk ekonomisini alt üst edip, binlerce insanýn günlerce enkaz altýna kalýp kalmamasýný Zafer Partisi'ne vereceðiniz oy belirleyecek. Uyuþturucu çetelerinin, çocuklarýmýzýn geleceðini çalýp çalmayacaðýný Zafer Partisi'ne vereceðiniz oy belirleyecek. Gelin 14 Mayýs Pazar günü oyunuzu Zafer Partisi'ne verin, Türkiye'yi hem Göçmenistan olmaktan, hem depremle ekonomisinin yýkýlmasý riskinden hem de çocuklarýmýzý uyuþturucu çetelerinin tuzaðýndan kurtarýn!;
May 7, 2023;"Zafer Partisi sýðýnmacýlarý yollamak dýþýnda nasýl bir programa sahip diye soran deðerli seçmene izlemesini öneririm. Sadece Bilkent Teknopark ile ilgili ihracat rakamý milyar deðil “milyon dolar"" olacak.";
May 7, 2023;Sevgili doktorlar ve saðlýk çalýþanlarý, Zafer Partisi’nin görüþlerini sizler ile paylaþmak istedim. Ülkemiz gibi sizlerde zor günler yaþýyorsunuz. Baþarý ölçütünün doktor dövmek olarak görüldüðü, doktorlara giderler ise gitsinler dendiði ancak kendi anadilinde okumasý yazmasý olmayanlarýn ucuz iþçi diye övüldüðü bu fetret devri bilecek, siyasal be toplumsal saðlýðýmýza kavuþacaðýz.;
May 7, 2023;3 Kahkaha emojisi;
May 7, 2023;Burasý Denizli….Zafer Partisi Türkiye’yi tekrar güvenli sokaklara kavuþturacak;
May 7, 2023;Zafer Partisi meclise, sýðýnmacýlar evine. Bütün engellemelere ve ambargolara raðmen Zafer Partisi geliyor.;
May 7, 2023;1 sene içinde 3 þeyi yapacaðýz. 1) Depremde yýkýlmasý beklenen 90 bin binayý yýkacaðýz. Taþýnmak zorunda kalan insanlarýn kirasýný yeni evler yapýlana kadar devlet verecek. 2)4 milyon sýðýnmacý/kaçaðý vatanlarýna yollayacaðýz. 3)Mafyayý kazýyarak Ýstanbul’dan uyuþturucuyu temizleyeceðiz. Bir kadýn baþýnda altýn bir taç ile Ýstanbul’un bir uçundan diðerine gidecek ve baþýna hiç bir þey gelmeyecek. Türk devleti Ýstanbul’a bütün gücü ile geri dönecek. ;
May 6, 2023;Aylardýr bunu anlatmaya çalýþýyorum.;
May 6, 2023;Sevgili Ataþehirliler, Sevgili Ýstanbullular, ilimiz, ilçemiz ve ülkemiz göçmenistan olmasýn diyorsanýz oyunuzu Zafer Partisi’ne ve Dr. Sinan Oðan’a verin;
May 5, 2023;Adeta bir göçmenistan olan Ýstanbul Þirinevler’de halk Zafer Partisi’ne akýyor.;
May 4, 2023;6 ay önce Türk vatandaþlýðý alan Suriyeli bir koca, eþini, kaynanasý ve kayýn biraderini boðazlarýný keserek öldürdü. Boðazlarý kesilen ve henüz canlý olan insanlarýn görüntüleri sosyal medyada dolaþýyor. Siz kimlere Türk vatandaþlýk veriyorsunuz?;
May 3, 2023;Zafer Partisi geliyor, sýðýnmacýlar gidiyor.;
May 3, 2023;Ýþte durum bu. Bazýlarý hiç endiþelenmeye gerek yok diyordu. Afgan vatandaþý iken Türk vatandaþlýðý almýþ, Suudi Arabistan’da yaþýyor ve seçimlerde oy vererek Türkiye’de iktidarý belirliyor.;
May 3, 2023;Ülke sýnýrlarýný, her türlü kaçak geçiþ için cezbedici bir rotaya dönüþtüren Erdoðan, Soylu ve Akar üçlüsü, AKP seçimleri kazansýn diye kaçaklarýn geçmesine göz yummaya devam ediyor. Tüm bu süreçte ülkemize giren selefi cihatçý terörist sayýsýný bilen yok. Türkiye tehdit altýnda!;
May 3, 2023;Vatandaþlýðýn iptal edilecek çünkü yasalara aykýrý aldýn. Ve ülkene döneceksin.;#ZaferPartisi #AtaÝttifaký #OAnGeliyor
May 3, 2023;Zafer Partisi Meclis'e, mülteciler evine...;#ZaferPartisi #AtaÝttifaký #OAnGeliyor
May 3, 2023;Yasin Aktay Türk düþmaný bir Arap ýrkçýsýdýr. Arap ýrkçýlýðýna Ýslamcýlýk kisvesi giydirmiþ, Türk Milleti’ne nefretini kusmaktadýr. Türkiye Cumhuriyeti Atatürk’ün muhteþem eseridir. Türk düþmanlarý Atatürk’ten Türk olduðu ve devletimizi Türk devleti olarak kurduðu için nefret ederler:;
May 3, 2023;Sessiz ve sakin bir dip dalga geliyor. Türk  Milleti ülkesinin göçmenistan olmasýna direniyor. ;
May 2, 2023;Zafer Partisi, Ýstanbul'u sadece depreme hazýrlamakla kalmayacak, ayný zamanda Berlin, Pekin, Tokyo hattýndaki en geliþmiþ ileri teknoloji üssü olmasý için gereken yatýrýmlarý da yapacak. Ýstanbul’daki 4 milyon sýðýnmacý ve kaçaðý gönderip, Ýstanbul'un nefes almasýný saðlayacak.;
April 30, 2023;"Sevgili Türk kadýnlarý, Geçmiþin ve bugünün gerçeklerine dayanan bu ""kurgunun"" sizlerin ve sevgili ülkemizin ""geleceði olmamasý için"" Zafer Partisi en büyük güvencedir. Biz @ZaferPartisi olarak sýðýnmacýlarý yollayacak ve Türkiye’nin Ortadoðu olmasýna asla izin vermeyeceðiz!";
April 30, 2023;Atma Süleyman din kardeþiyiz. Býrak Baðdat’ý, Þam’ý. Türk Milleti Ýstanbul’da, Adana’da, Antalya’da güven içinde deðil. Sokaklarýmýz uyuþturucu çeteleri, mafya ve sýðýnmacý sürüleri ile dolu. Sýnýrlarýmýz delik deþik. Kimlere pasaport verdiðin meçhul. Birazdan paylaþacaðým….;
April 30, 2023;Sevgili Aydýnlýlar, bugün Aydýn’da olacaðým.Sizden Zafer Partisi’ne destek bekliyorum.Türkiye göçmenistan olmasýn.Aydýn sýðýnmacý merkezi olmasýn diyorsanýz Zafer Partisi’ne oy verin, sýðýnmacýlarý vatanlarýna yollayalým.Zafer meclise, mülteciler ülkelerine. ???;
April 30, 2023;Günaydýn Türkiye, Türk halký ekonomik krizin baskýsý altýnda ezilirlen, ülkemiz satýlýyor. Millet kiralýk ev bulamazken Arapça yatýrým ilanlarý, Arap müþteri temsilcisi, Arap kuyumcu, Arap market, Arap restoran, Arap nargile salonlarý. Zafer Partisi’ne oy ver, ülkeni sattýrma.;
April 29, 2023;Antalya Serik’te bir Suriyeli tezgahtar ile sohbetim…kaç kardeþ olduklarýný sordum. Sizce kaç? Ýzleyin lütfen…;
April 29, 2023;Antalya Serik’te bir Suriyeli yanýma geldi. Ümit bey merhaba dedi ve devamýný izleyin lütfen…;
April 29, 2023;"Suriyeli kadýn sýðýnmacý; “Ben Türk veya Türkiyeli deðilim, fakat oyumu Erdoðan’a vereceðim, ve Suriye’ye katiyen dönmeyeceðim” demiþ. Senin kalýp kalmayacaðýna sen deðil Türk halký karar verecek. Eðer Türk halký Zafer Partisi derse gidersin. Diðer partileri seçerse kalýrsýn";
April 28, 2023;Deðerli Türk kadýnlarý, Zafer Partisi böyle bir kurgu geleceðin olmamasýnýn mücadelesini veriyor. Sýðýnmacý istilasýnýnda karþýsýnda Zafer Partisi var, Türkiye’yi karanlýk bir geleceðe sürüklemek isteyen odaklarýn karþýsýnda da Zafer Partisi var. Zafer Partisi, Türk kadýnýnýn yaþam tarzýný belirleme özgürlüðünü sonuna kadar savunacak. Yaþasýn Türkiye Cumhuriyeti... SESSÝZ ÝSTÝLA 5 / 6284 https://www.youtube.com/watch?v=Dpy-Wy8tODU;
April 28, 2023;Yeþil Sol Parti Hatay’da bu Arapça afiþ ile Türk vatandaþlýðý almýþ olan Suriyelilerden oy istiyor. Sevgili AK Partili vatansever seçmen, FETÖ ile iþbirliðine karþý çýkmadýnýz, sonuç 15 Temmuz oldu. PKK ile görüþmelere, sözde Açýlým’a itiraz etmediniz, Hendek teröründe 740 JÖH/PÖH þehit oldu. Vatan kaybetmenin vebaline ortak olmayýn. Zafer Partisi’ne oy verin. Sýðýnmacýlarý vatanlarýna yollayalým. ;
April 28, 2023;14 Mayýs seçimleri bir referandum olacak. Türkiye göçmenistan mý olsun Türkiye olarak mý kalsýn? Atatürk Türkiyesi mi tarikatlar Türkiyesi mi? ;
April 28, 2023;Günaydýn Türkiye, Türkiye Göçmenistan olmasýn, çocuklarýmýz ülkelerinde azýnlýk galiba gelmesinler diye yollardayýz, mücadele ediyoruz. ;
April 26, 2023;Bazý Türk düþmanlarý “sýðýnmacýlar vatanlarýna dönsün” politikamýza karþý çýkarak “Rumeli’den gelenler ne olacak!” diye konuþuyorlar. Bu cehalete Zafer Partisi’nin cevabý aþaðýdadýr. En büyük Rumeli Türk’ü Atatürk’e sözümüz var. Kurduðun Cumhuriyetin sonsuza deðin savunucusuyuz.;
April 26, 2023;Bu hesabýn sahibi Sedat Aral. 30 yýldýr savaþ muhabirliði yapýyor. Ortadoðu’da yaþamadýðý iç savaþ yok. Ana dili Arapça olan bir Atatürkçü. Atatürk’ün vatandaþlýk tanýmý ile oynamayýn, ülkeyi iç savaþa sürüklersiniz diye uyarýyor. Sayýn Kýlýçdaroðlu, Türkiye deðil Türk vatandaþý. Atatürk çizgisinden ayrýlmayýn.;
April 24, 2023;Allah’ým sen büyüksün. Sen yardým et. Sinirlenmeyeyim. “Suriye Muhalif ve Devrimci Güçler Ulusal Koalisyonu (SMDK), dün, Türk Sýnýr Muhafýzlarýna baðlý bazý unsurlarýnýn sýnýrý geçerek Türkiye’ye girmeye çalýþan Suriyelilere yönelik þiddetli tutumunu kýnadý.” SMDK’cýlar, size söz veriyorum.Sýnýra mayýn döþeyeceðiz. Ýstihbarat balonlarý, SÝHA ve sensör sistemleri ile geçiþi imkansýz hale getireceðiz.;
April 24, 2023;"Milli Savunma Bakaný Hulusi Akar; ""Suriyeli kardeþlerimizi zora sokacak hiçbir kararý almayýz. Müsterih olsunlar"" açýklamasý yapmýþ... Peki Hulusi Akar, Türk kardeþlerine ne vadediyorsun? Türk Milleti'ni zora sokacak her kararýn altýnda imzan var senin!..";
April 24, 2023;Yeþil Sol Parti benzerleri gibi Türk Milleti’nin tarihine küfrediyor. Yüzbinlerle katledilen Türk’ü unutup yine Ermeni soykýrýmý yalaný ile sahneye çýkýyorlar. Yeþil Sol Parti, Türk Milleti’nin tarihine, bugününe ve geleceðine düþman kripto Ermeni hareketidir. Bu toplantý Ankara Valiliði tarafýndan yasaklanmalýdýr.;
April 23, 2023;Bu iþin nereye gittiðini hala anlamayanlar anladýklarýnda çok çok geç olacak. Bugüne kadar ödediðimiz bedel ödeyeceðimizin yanýnda cep harçlýðý kalacak. Bana “sert ve kýzgýn” diyorlar. Evet, kötü bir þey olacaðýný görür ve uyarýrsýnýz. Uyardýðýnýz kiþi kendisini tehlikeye atacak þekilde devam ederse onun için korkarak sinirlenirsiniz. Aslýnda konu sinir deðildir o kiþiyi bir þey olacaðý korkunuzdur. Türkiye için gerçekten korkuyorum. Bu güzel ülke olacaklarý hak etmiyor. Gelin durduralým.;
April 23, 2023;"Büyük Türk Milleti, Bugün 23 Nisan ve bu anlamlý günü milli egemenliði tehdit altýnda olan Gaziantep ve Kilis'te halkýmýzla birlikte geçirdik. Kilislilerin bugün dilinden dökülenlerin yarýn vatanýn her yerinden feryat olarak yükselmesini istemiyoruz! ""Bize vatanýmýzý geri verin""";#TürkiyeGöçmenistanOlmasýn
April 23, 2023;"Türkiye, ""Göçmenistan"" olmasýn!";
April 23, 2023;23 Nisan Milli Egemenlik Bayramý'ný, Milli Egemenliðini Suriyelilere kaybetmiþ Türk þehri Kilis'te geçireceðiz. Türkiye, sýðýnmacý ve kaçaklarý gerekirse zorla gönderecek olan Zafer Partisi'ne destek olmazsa ülke olarak egemenliðimizi kaybetme riskiyle karþý karþýya kalacaðýz!;
April 23, 2023;Sevgili Kilis, sokaklarýnda güven içinde dolaþtýðýn, azýnlýk ve 2. sýnýf vatandaþ olmadýðýn, göç ederek terk etmek zorunda kalmayacaðýn Kilis’i geri istiyorsan, ATA ittifaký adayý Dr. Sinan Oðan’a ve Zafer Partisi’ne oy ver, sýðýnmacýlarý vatanlarýna yolla. ??;#ZaferPartisi  #AtaÝttifaký  #OAnGeliyor
April 22, 2023;Sevgili Gaziantepliler, 14 Mayýs seçimlerinde bir karar vereceksiniz. 1.5 milyon Suriyeli gitsin mi kalsýn mý? Zafer Partisi’ne vereceðimiz her oy sýðýnmacýlar gitsin anlamýna gelecek. ;
April 22, 2023;Zafer Partisi kurulduktan sonra diðer partilerin deðiþen sýðýnmacý politikasý ancak bu kadar güzel anlatýlýr. Zafer Partisi dýþýnda 13 milyon sýðýnmacýyý GEREKÝRSE ZORLA geri yollayacak parti YOK.;
April 22, 2023;Kahramanmaraþ-Gaziantep arasýnda Suriyeli bir tarikat merkez oluþturmuþ. Afganistan-Pakistan sýnýrýndaki medrese zihniyeti Türkiye’ye taþýnýyor. Zafer Partisi Türkiye’nin bu sessiz iþgali durdurmasý için tek seçenek.;
April 22, 2023;Türkiye’nin Suriyeli tarikatlar tarafýndan nasýl parsel parsel iþgal edildiðini sizler de görün isterim.;
April 21, 2023;Yýllardan buyana anlatýyorum. Sert kararlar alarak göçü geri çevirmez ve durdurmazsak Lübnan iç savaþý Türkiye’de olacaklar yanýnda çocuk bahçesi kavgasý kalacak. Türk Milleti uyan: Uyan ve ülkeni savun. ; 
April 21, 2023;Demek ki oluyormuþ. Türkiye mi Göçmenistan mý? Tercihin geleceðini belirleyecek. Zafer Partisi’ne verilen oy sýðýnmacýlara kesilen bilettir. ; 
April 21, 2023;Gaziantep’te Suriyeli sayýsýnýn 1.5 milyonu geçtiðini bu sabah 5 gazeteci söyledi. Korkunç bir nüfus artýþý var. Hastahanelerde Türk hemþirelere Suriyeli hastalar neden Arapça öðrenmiyorsunuz diye kýzýyorlarmýþ. Lütfen izleyin.;
April 21, 2023;Gaziantep’te Suriyeliler tarafýndan yüzünden býçaklanan Emirhan’ý ve ailesini ziyaret ettik.;
April 20, 2023;Ekselanslarý Neçirvan Barzani’nin katýlýmý ile gerçekleþen, Peþmerge reform programý çerçevesinde 1. Ve 2. Peþmerge Tugaylarýnýn bayrak teslim törenine Türkiye’nin sadýk müttefikleri de dahil olmaktan çok mutlu olmuþlar. Ýçimizde 13 milyon sýðýnmacý, Batýdan kuþatma, doðudan kuþatma. Uyanma zamaný geçti geçiyor.;
April 20, 2023;Sevgili Hataylýlar, Türkiye göçmenistan mý olsun yoksa Türkiye olarak mý kalsýn? Bu seçimde cevabýný vereceðiniz soru budur. Zafer Partisi’ne oy ver, þehrini geri al, ülkeni geri al.;
April 20, 2023;Sýðýnmacýlar eczanede ilacý bedava alýyorlar, Türkler para ile. Böyle devam etsin diyorsanýz hangi partiye oy verirseniz verin. Hayýr, devam ermesin diyorsanýz Zafer Partisi tek seçenek: ?;
April 17, 2023;Mersin sýðýnmacý iþgali altýnda olan bir þehrimiz. Artýk bu aðýr ve her geçen gün aðýrlaþan yükü taþýmak istemiyor. Zafer Partisi sevgili Mersinlilere söz veriyor. Þehrinizde 1 sene içinde bir tek sýðýnmacý kalmayacak. Sinan Oðan’a ve Zafer Partisi’ne oy ver, Mersin’i savun. ;
April 17, 2023;Zafer Partisi ve ATA Ýttifakýna oy ver, ülkeni koru. ?;
April 17, 2023;Zafer Partisi hepsi terörle müzakere ve teslimiyet konusunda anlaþmýþ, Türkiye’nin göçmenistan olmasýný kabul etmiþ partiler karþýsýnda direnen tek parti. Sýðýnmacýlar gitsin diyorsan Zafer Partisi tek seçenek. ?;
April 17, 2023;Böyle kurtulmuþtuk. Ve aþaðýdaki gibi iþgal ediliyoruz. 13 milyon sýðýnmacý ve kaçak Ortadoðu’yu Türkiye’ye taþýyor. Ve Ortadoðu’nun din anlayýþýný, þiddet kültürünü, kadýn aþaðýlamasýný, çocuk tecavüzünü, erkek çocuklara tecavüzü, uyuþturucuyu. Nüfuslarý bizden 3 kat hýzlý artýyor. 7 milyon Suriyeli 2040’da 19.5 milyon olacak: Diðerlerini saymýyorum. Ve bu iþgalin finansmanýný Türk halký yapýyor. Þimdiye deðin 151 milyar Dolar ödedik. Ve bu daha baþlangýç. Gitsinler diyorsanýz ZAFER PARTÝSÝ, kalsýnlar diyorsanýz kime verirseniz verin. https://x.com/umitozdag/status/1647861492937633794?s=20;
April 16, 2023;Sevgili emekli polis ve jandarma kardeþlerim. Vatan sizden bir kez daha görev bekliyor. Lütfen seçim günü Zafer Partisi ve ATA Ýttifaký adayý Dr. Sinan Oðan için sandýklarda müþahit olun. Seçimlerin yüzbinlerde sýðýnmacý oyu ve hýrsýzlýk ile çalýnmasýna. Ýzin vermeyelim. 0538, 918 1283 nolu Whatsapp hattýna adýnýzý, telefon numaranýzý ve oturduðunuz il ve ilçeyi yazýn. Sizi arayalým;
April 16, 2023;14 Mayýs seçimleri bir referandum olacak. Türkiye, Türkiye olarak kalacak mi yoksa bir Göçmenistan mý olacak? ATA Ýttifaký ve Zafer Partisi’ne oy verirsen GÝDECEKLER. Diðerlerine oy verirsen KALACAKLAR.;
April 16, 2023;Ýþte siyasi PKK’nýn siyasi seviyesi. Emperyalizmin tasmalý köpekleri Avrupa’dan Zafer Partisi’ne havlýyorlar. Bak Vartolu, beni fazla kýzdýrmaya gelmez. Sonra Suriye muhaberatýnýn elindeki Öcalan dosyasýný açarým. Üstelik, Bekaa’daki hadiseyi deðil Þam’dakini.;
April 16, 2023;Zafer Partisi hepsi terörle müzakere ve teslimiyet konusunda anlaþmýþ, Türkiye’nin göçmenistan olmasýný kabul etmiþ partiler karþýsýnda direnen tek parti. Sýðýnmacýlar gitsin diyorsan Zafer Partisi tek seçenek;
April 15, 2023;Zafer Partisi, cemaat ve tarikatlara taviz vermez. Zafer Partisi HDP/HÜDA/PAR’a taviz vermez. Zafer Partisi son sýðýnmacýnýn vatanýna dönme politikasýndan taviz vermez. Zafer’e verilen her oy 13 milyon sýðýnmacý gitsin demektir. Gitsin diyorsanýz tek seçenek Zafer Partisi;
April 15, 2023;Ýlber Ortaylý tarihçi kimliði ile günü deðerlendiriyor. Lütfen dinleyin;
April 14, 2023;Bu önemli bilgi selini her Türk vatandaþý okumalý. Lütfen 2 dakikanýzý ayýrýn. Genç kýzlar muhakkak okuyun.;
April 14, 2023;14 Mayýs seçimlerinde Zafer Partisi’ne neden oy vermelisiniz sorusunun cevabý;
